,Country,Year,tp10,tp5,tp1,t,tf1,tf5,tf10,item,op10,op5,op1,o,of1,of5,of10
11,Afghanistan,1986,13.70858333,14.86008333,14.88875,14.22316667,14.984,14.37075,14.426,Almonds- with shell,9800,8000,9000,10000,9000,9000,9000
12,Afghanistan,1987,14.80541667,13.73308333,14.22316667,14.984,15.389,14.05608333,14.904,Almonds- with shell,9000,11000,10000,9000,9000,9900,9000
13,Afghanistan,1988,14.32966667,14.61483333,14.984,15.389,14.12575,14.43925,15.1325,Almonds- with shell,12000,9700,9000,9000,8800,9000,9000
14,Afghanistan,1989,14.26208333,14.24583333,15.389,14.12575,14.99333333,14.75475,15.38875,Almonds- with shell,10500,10500,9000,8800,9500,9000,11000
15,Afghanistan,1990,14.88733333,14.88875,14.12575,14.99333333,14.37075,14.85916667,15.49783333,Almonds- with shell,9900,9000,8800,9500,9000,9000,12000
16,Afghanistan,1991,14.86008333,14.22316667,14.99333333,14.37075,14.05608333,14.426,15.77808333,Almonds- with shell,8000,10000,9500,9000,9900,9000,15000
17,Afghanistan,1992,13.73308333,14.984,14.37075,14.05608333,14.43925,14.904,15.53766667,Almonds- with shell,11000,9000,9000,9900,9000,9000,15349
18,Afghanistan,1993,14.61483333,15.389,14.05608333,14.43925,14.75475,15.1325,14.916,Almonds- with shell,9700,9000,9900,9000,9000,9000,14000
19,Afghanistan,1994,14.24583333,14.12575,14.43925,14.75475,14.85916667,15.38875,15.77091667,Almonds- with shell,10500,8800,9000,9000,9000,11000,14700
20,Afghanistan,1995,14.88875,14.99333333,14.75475,14.85916667,14.426,15.49783333,14.98,Almonds- with shell,9000,9500,9000,9000,9000,12000,15630
21,Afghanistan,1996,14.22316667,14.37075,14.85916667,14.426,14.904,15.77808333,15.59558333,Almonds- with shell,10000,9000,9000,9000,9000,15000,20000
22,Afghanistan,1997,14.984,14.05608333,14.426,14.904,15.1325,15.53766667,15.10616667,Almonds- with shell,9000,9900,9000,9000,9000,15349,31481
23,Afghanistan,1998,15.389,14.43925,14.904,15.1325,15.38875,14.916,15.2165,Almonds- with shell,9000,9000,9000,9000,11000,14000,42000
24,Afghanistan,1999,14.12575,14.75475,15.1325,15.38875,15.49783333,15.77091667,15.25775,Almonds- with shell,8800,9000,9000,11000,12000,14700,43183
25,Afghanistan,2000,14.99333333,14.85916667,15.38875,15.49783333,15.77808333,14.98,15.82866667,Almonds- with shell,9500,9000,11000,12000,15000,15630,56000
26,Afghanistan,2001,14.37075,14.426,15.49783333,15.77808333,15.53766667,15.59558333,15.518,Almonds- with shell,9000,9000,12000,15000,15349,20000,60611
27,Afghanistan,2002,14.05608333,14.904,15.77808333,15.53766667,14.916,15.10616667,14.48158333,Almonds- with shell,9900,9000,15000,15349,14000,31481,62000
28,Afghanistan,2003,14.43925,15.1325,15.53766667,14.916,15.77091667,15.2165,16.533625,Almonds- with shell,9000,9000,15349,14000,14700,42000,42215
49,Afghanistan,1996,14.22316667,14.37075,14.85916667,14.426,14.904,15.77808333,15.59558333,Anise- badian- fennel- coriander,500,1005,2000,4200,2500,1000,10458
50,Afghanistan,1997,14.984,14.05608333,14.426,14.904,15.1325,15.53766667,15.10616667,Anise- badian- fennel- coriander,500,500,4200,2500,7100,2000,17000
51,Afghanistan,1998,15.389,14.43925,14.904,15.1325,15.38875,14.916,15.2165,Anise- badian- fennel- coriander,200,582,2500,7100,7000,4100,9000
52,Afghanistan,1999,14.12575,14.75475,15.1325,15.38875,15.49783333,15.77091667,15.25775,Anise- badian- fennel- coriander,800,353,7100,7000,2500,9000,8373
53,Afghanistan,2000,14.99333333,14.85916667,15.38875,15.49783333,15.77808333,14.98,15.82866667,Anise- badian- fennel- coriander,1000,2000,7000,2500,1000,10000,10200
54,Afghanistan,2001,14.37075,14.426,15.49783333,15.77808333,15.53766667,15.59558333,15.518,Anise- badian- fennel- coriander,1005,4200,2500,1000,2000,10458,12055
55,Afghanistan,2002,14.05608333,14.904,15.77808333,15.53766667,14.916,15.10616667,14.48158333,Anise- badian- fennel- coriander,500,2500,1000,2000,4100,17000,12500
56,Afghanistan,2003,14.43925,15.1325,15.53766667,14.916,15.77091667,15.2165,16.533625,Anise- badian- fennel- coriander,582,7100,2000,4100,9000,9000,12500
77,Afghanistan,1971,14.06491667,14.343,14.78308333,14.8235,12.54716667,13.70858333,14.86008333,Apples,15100,22800,27300,21500,26600,26200,22100
78,Afghanistan,1972,13.76866667,13.66325,14.8235,12.54716667,14.2355,14.80541667,13.73308333,Apples,15100,27600,21500,26600,27600,15500,21400
79,Afghanistan,1973,15.03341667,13.76233333,12.54716667,14.2355,13.31675,14.32966667,14.61483333,Apples,15100,27900,26600,27600,27800,22700,20800
80,Afghanistan,1974,13.08491667,13.80508333,14.2355,13.31675,13.54808333,14.26208333,14.24583333,Apples,18400,28200,27600,27800,27900,21600,20000
81,Afghanistan,1975,14.10183333,14.78308333,13.31675,13.54808333,13.70858333,14.88733333,14.88875,Apples,20400,27300,27800,27900,26200,22300,19100
82,Afghanistan,1976,14.343,14.8235,13.54808333,13.70858333,14.80541667,14.86008333,14.22316667,Apples,22800,21500,27900,26200,15500,22100,19400
83,Afghanistan,1977,13.66325,12.54716667,13.70858333,14.80541667,14.32966667,13.73308333,14.984,Apples,27600,26600,26200,15500,22700,21400,16600
84,Afghanistan,1978,13.76233333,14.2355,14.80541667,14.32966667,14.26208333,14.61483333,15.389,Apples,27900,27600,15500,22700,21600,20800,16900
85,Afghanistan,1979,13.80508333,13.31675,14.32966667,14.26208333,14.88733333,14.24583333,14.12575,Apples,28200,27800,22700,21600,22300,20000,16900
86,Afghanistan,1980,14.78308333,13.54808333,14.26208333,14.88733333,14.86008333,14.88875,14.99333333,Apples,27300,27900,21600,22300,22100,19100,16867
87,Afghanistan,1981,14.8235,13.70858333,14.88733333,14.86008333,13.73308333,14.22316667,14.37075,Apples,21500,26200,22300,22100,21400,19400,16913
88,Afghanistan,1982,12.54716667,14.80541667,14.86008333,13.73308333,14.61483333,14.984,14.05608333,Apples,26600,15500,22100,21400,20800,16600,17200
89,Afghanistan,1983,14.2355,14.32966667,13.73308333,14.61483333,14.24583333,15.389,14.43925,Apples,27600,22700,21400,20800,20000,16900,17000
90,Afghanistan,1984,13.31675,14.26208333,14.61483333,14.24583333,14.88875,14.12575,14.75475,Apples,27800,21600,20800,20000,19100,16900,17500
91,Afghanistan,1985,13.54808333,14.88733333,14.24583333,14.88875,14.22316667,14.99333333,14.85916667,Apples,27900,22300,20000,19100,19400,16867,17053
92,Afghanistan,1986,13.70858333,14.86008333,14.88875,14.22316667,14.984,14.37075,14.426,Apples,26200,22100,19100,19400,16600,16913,16880
93,Afghanistan,1987,14.80541667,13.73308333,14.22316667,14.984,15.389,14.05608333,14.904,Apples,15500,21400,19400,16600,16900,17200,17674
94,Afghanistan,1988,14.32966667,14.61483333,14.984,15.389,14.12575,14.43925,15.1325,Apples,22700,20800,16600,16900,16900,17000,17555
95,Afghanistan,1989,14.26208333,14.24583333,15.389,14.12575,14.99333333,14.75475,15.38875,Apples,21600,20000,16900,16900,16867,17500,17772
96,Afghanistan,1990,14.88733333,14.88875,14.12575,14.99333333,14.37075,14.85916667,15.49783333,Apples,22300,19100,16900,16867,16913,17053,16555
97,Afghanistan,1991,14.86008333,14.22316667,14.99333333,14.37075,14.05608333,14.426,15.77808333,Apples,22100,19400,16867,16913,17200,16880,18016
98,Afghanistan,1992,13.73308333,14.984,14.37075,14.05608333,14.43925,14.904,15.53766667,Apples,21400,16600,16913,17200,17000,17674,17380
99,Afghanistan,1993,14.61483333,15.389,14.05608333,14.43925,14.75475,15.1325,14.916,Apples,20800,16900,17200,17000,17500,17555,21134
100,Afghanistan,1994,14.24583333,14.12575,14.43925,14.75475,14.85916667,15.38875,15.77091667,Apples,20000,16900,17000,17500,17053,17772,21948
101,Afghanistan,1995,14.88875,14.99333333,14.75475,14.85916667,14.426,15.49783333,14.98,Apples,19100,16867,17500,17053,16880,16555,25732
102,Afghanistan,1996,14.22316667,14.37075,14.85916667,14.426,14.904,15.77808333,15.59558333,Apples,19400,16913,17053,16880,17674,18016,52500
103,Afghanistan,1997,14.984,14.05608333,14.426,14.904,15.1325,15.53766667,15.10616667,Apples,16600,17200,16880,17674,17555,17380,59500
104,Afghanistan,1998,15.389,14.43925,14.904,15.1325,15.38875,14.916,15.2165,Apples,16900,17000,17674,17555,17772,21134,59090
105,Afghanistan,1999,14.12575,14.75475,15.1325,15.38875,15.49783333,15.77091667,15.25775,Apples,16900,17500,17555,17772,16555,21948,72765
106,Afghanistan,2000,14.99333333,14.85916667,15.38875,15.49783333,15.77808333,14.98,15.82866667,Apples,16867,17053,17772,16555,18016,25732,59850
107,Afghanistan,2001,14.37075,14.426,15.49783333,15.77808333,15.53766667,15.59558333,15.518,Apples,16913,16880,16555,18016,17380,52500,62041
108,Afghanistan,2002,14.05608333,14.904,15.77808333,15.53766667,14.916,15.10616667,14.48158333,Apples,17200,17674,18016,17380,21134,59500,70000
109,Afghanistan,2003,14.43925,15.1325,15.53766667,14.916,15.77091667,15.2165,16.533625,Apples,17000,17555,17380,21134,21948,59090,78597
130,Afghanistan,1971,14.06491667,14.343,14.78308333,14.8235,12.54716667,13.70858333,14.86008333,Apricots,32000,48400,58100,45700,56500,55700,47100
131,Afghanistan,1972,13.76866667,13.66325,14.8235,12.54716667,14.2355,14.80541667,13.73308333,Apricots,32000,58700,45700,56500,58800,33100,45400
132,Afghanistan,1973,15.03341667,13.76233333,12.54716667,14.2355,13.31675,14.32966667,14.61483333,Apricots,32000,59400,56500,58800,59200,48300,44300
133,Afghanistan,1974,13.08491667,13.80508333,14.2355,13.31675,13.54808333,14.26208333,14.24583333,Apricots,39200,60000,58800,59200,59500,46000,42500
134,Afghanistan,1975,14.10183333,14.78308333,13.31675,13.54808333,13.70858333,14.88733333,14.88875,Apricots,43400,58100,59200,59500,55700,47500,40700
135,Afghanistan,1976,14.343,14.8235,13.54808333,13.70858333,14.80541667,14.86008333,14.22316667,Apricots,48400,45700,59500,55700,33100,47100,41300
136,Afghanistan,1977,13.66325,12.54716667,13.70858333,14.80541667,14.32966667,13.73308333,14.984,Apricots,58700,56500,55700,33100,48300,45400,35300
137,Afghanistan,1978,13.76233333,14.2355,14.80541667,14.32966667,14.26208333,14.61483333,15.389,Apricots,59400,58800,33100,48300,46000,44300,35900
138,Afghanistan,1979,13.80508333,13.31675,14.32966667,14.26208333,14.88733333,14.24583333,14.12575,Apricots,60000,59200,48300,46000,47500,42500,36100
139,Afghanistan,1980,14.78308333,13.54808333,14.26208333,14.88733333,14.86008333,14.88875,14.99333333,Apricots,58100,59500,46000,47500,47100,40700,36030
140,Afghanistan,1981,14.8235,13.70858333,14.88733333,14.86008333,13.73308333,14.22316667,14.37075,Apricots,45700,55700,47500,47100,45400,41300,36128
141,Afghanistan,1982,12.54716667,14.80541667,14.86008333,13.73308333,14.61483333,14.984,14.05608333,Apricots,56500,33100,47100,45400,44300,35300,36700
142,Afghanistan,1983,14.2355,14.32966667,13.73308333,14.61483333,14.24583333,15.389,14.43925,Apricots,58800,48300,45400,44300,42500,35900,37000
143,Afghanistan,1984,13.31675,14.26208333,14.61483333,14.24583333,14.88875,14.12575,14.75475,Apricots,59200,46000,44300,42500,40700,36100,43184
144,Afghanistan,1985,13.54808333,14.88733333,14.24583333,14.88875,14.22316667,14.99333333,14.85916667,Apricots,59500,47500,42500,40700,41300,36030,37500
145,Afghanistan,1986,13.70858333,14.86008333,14.88875,14.22316667,14.984,14.37075,14.426,Apricots,55700,47100,40700,41300,35300,36128,39392
146,Afghanistan,1987,14.80541667,13.73308333,14.22316667,14.984,15.389,14.05608333,14.904,Apricots,33100,45400,41300,35300,35900,36700,40496
147,Afghanistan,1988,14.32966667,14.61483333,14.984,15.389,14.12575,14.43925,15.1325,Apricots,48300,44300,35300,35900,36100,37000,42462
148,Afghanistan,1989,14.26208333,14.24583333,15.389,14.12575,14.99333333,14.75475,15.38875,Apricots,46000,42500,35900,36100,36030,43184,35558
149,Afghanistan,1990,14.88733333,14.88875,14.12575,14.99333333,14.37075,14.85916667,15.49783333,Apricots,47500,40700,36100,36030,36128,37500,38207
150,Afghanistan,1991,14.86008333,14.22316667,14.99333333,14.37075,14.05608333,14.426,15.77808333,Apricots,47100,41300,36030,36128,36700,39392,38000
151,Afghanistan,1992,13.73308333,14.984,14.37075,14.05608333,14.43925,14.904,15.53766667,Apricots,45400,35300,36128,36700,37000,40496,39532
152,Afghanistan,1993,14.61483333,15.389,14.05608333,14.43925,14.75475,15.1325,14.916,Apricots,44300,35900,36700,37000,43184,42462,41793
153,Afghanistan,1994,14.24583333,14.12575,14.43925,14.75475,14.85916667,15.38875,15.77091667,Apricots,42500,36100,37000,43184,37500,35558,44258
154,Afghanistan,1995,14.88875,14.99333333,14.75475,14.85916667,14.426,15.49783333,14.98,Apricots,40700,36030,43184,37500,39392,38207,48192
155,Afghanistan,1996,14.22316667,14.37075,14.85916667,14.426,14.904,15.77808333,15.59558333,Apricots,41300,36128,37500,39392,40496,38000,50000
156,Afghanistan,1997,14.984,14.05608333,14.426,14.904,15.1325,15.53766667,15.10616667,Apricots,35300,36700,39392,40496,42462,39532,58000
157,Afghanistan,1998,15.389,14.43925,14.904,15.1325,15.38875,14.916,15.2165,Apricots,35900,37000,40496,42462,35558,41793,57457
158,Afghanistan,1999,14.12575,14.75475,15.1325,15.38875,15.49783333,15.77091667,15.25775,Apricots,36100,43184,42462,35558,38207,44258,60000
159,Afghanistan,2000,14.99333333,14.85916667,15.38875,15.49783333,15.77808333,14.98,15.82866667,Apricots,36030,37500,35558,38207,38000,48192,66560
160,Afghanistan,2001,14.37075,14.426,15.49783333,15.77808333,15.53766667,15.59558333,15.518,Apricots,36128,39392,38207,38000,39532,50000,56043
161,Afghanistan,2002,14.05608333,14.904,15.77808333,15.53766667,14.916,15.10616667,14.48158333,Apricots,36700,40496,38000,39532,41793,58000,83500
162,Afghanistan,2003,14.43925,15.1325,15.53766667,14.916,15.77091667,15.2165,16.533625,Apricots,37000,42462,39532,41793,44258,57457,90000
183,Afghanistan,1971,14.06491667,14.343,14.78308333,14.8235,12.54716667,13.70858333,14.86008333,Barley,378000,375000,370000,355000,350000,400000,300000
184,Afghanistan,1972,13.76866667,13.66325,14.8235,12.54716667,14.2355,14.80541667,13.73308333,Barley,378000,357000,355000,350000,360000,300000,276000
185,Afghanistan,1973,15.03341667,13.76233333,12.54716667,14.2355,13.31675,14.32966667,14.61483333,Barley,378000,361000,350000,360000,380000,325000,266000
186,Afghanistan,1974,13.08491667,13.80508333,14.2355,13.31675,13.54808333,14.26208333,14.24583333,Barley,380000,365000,360000,380000,384000,318000,254000
187,Afghanistan,1975,14.10183333,14.78308333,13.31675,13.54808333,13.70858333,14.88733333,14.88875,Barley,380000,370000,380000,384000,400000,321000,240000
188,Afghanistan,1976,14.343,14.8235,13.54808333,13.70858333,14.80541667,14.86008333,14.22316667,Barley,375000,355000,384000,400000,300000,300000,231000
189,Afghanistan,1977,13.66325,12.54716667,13.70858333,14.80541667,14.32966667,13.73308333,14.984,Barley,357000,350000,400000,300000,325000,276000,231000
190,Afghanistan,1978,13.76233333,14.2355,14.80541667,14.32966667,14.26208333,14.61483333,15.389,Barley,361000,360000,300000,325000,318000,266000,235000
191,Afghanistan,1979,13.80508333,13.31675,14.32966667,14.26208333,14.88733333,14.24583333,14.12575,Barley,365000,380000,325000,318000,321000,254000,231000
192,Afghanistan,1980,14.78308333,13.54808333,14.26208333,14.88733333,14.86008333,14.88875,14.99333333,Barley,370000,384000,318000,321000,300000,240000,216000
193,Afghanistan,1981,14.8235,13.70858333,14.88733333,14.86008333,13.73308333,14.22316667,14.37075,Barley,355000,400000,321000,300000,276000,231000,217000
194,Afghanistan,1982,12.54716667,14.80541667,14.86008333,13.73308333,14.61483333,14.984,14.05608333,Barley,350000,300000,300000,276000,266000,231000,200000
195,Afghanistan,1983,14.2355,14.32966667,13.73308333,14.61483333,14.24583333,15.389,14.43925,Barley,360000,325000,276000,266000,254000,235000,250000
196,Afghanistan,1984,13.31675,14.26208333,14.61483333,14.24583333,14.88875,14.12575,14.75475,Barley,380000,318000,266000,254000,240000,231000,230000
197,Afghanistan,1985,13.54808333,14.88733333,14.24583333,14.88875,14.22316667,14.99333333,14.85916667,Barley,384000,321000,254000,240000,231000,216000,200000
198,Afghanistan,1986,13.70858333,14.86008333,14.88875,14.22316667,14.984,14.37075,14.426,Barley,400000,300000,240000,231000,231000,217000,220000
199,Afghanistan,1987,14.80541667,13.73308333,14.22316667,14.984,15.389,14.05608333,14.904,Barley,300000,276000,231000,231000,235000,200000,250000
200,Afghanistan,1988,14.32966667,14.61483333,14.984,15.389,14.12575,14.43925,15.1325,Barley,325000,266000,231000,235000,231000,250000,240000
201,Afghanistan,1989,14.26208333,14.24583333,15.389,14.12575,14.99333333,14.75475,15.38875,Barley,318000,254000,235000,231000,216000,230000,216000
202,Afghanistan,1990,14.88733333,14.88875,14.12575,14.99333333,14.37075,14.85916667,15.49783333,Barley,321000,240000,231000,216000,217000,200000,74000
203,Afghanistan,1991,14.86008333,14.22316667,14.99333333,14.37075,14.05608333,14.426,15.77808333,Barley,300000,231000,216000,217000,200000,220000,87000
204,Afghanistan,1992,13.73308333,14.984,14.37075,14.05608333,14.43925,14.904,15.53766667,Barley,276000,231000,217000,200000,250000,250000,345000
205,Afghanistan,1993,14.61483333,15.389,14.05608333,14.43925,14.75475,15.1325,14.916,Barley,266000,235000,200000,250000,230000,240000,240000
206,Afghanistan,1994,14.24583333,14.12575,14.43925,14.75475,14.85916667,15.38875,15.77091667,Barley,254000,231000,250000,230000,200000,216000,290000
207,Afghanistan,1995,14.88875,14.99333333,14.75475,14.85916667,14.426,15.49783333,14.98,Barley,240000,216000,230000,200000,220000,74000,337000
208,Afghanistan,1996,14.22316667,14.37075,14.85916667,14.426,14.904,15.77808333,15.59558333,Barley,231000,217000,200000,220000,250000,87000,364000
209,Afghanistan,1997,14.984,14.05608333,14.426,14.904,15.1325,15.53766667,15.10616667,Barley,231000,200000,220000,250000,240000,345000,370000
210,Afghanistan,1998,15.389,14.43925,14.904,15.1325,15.38875,14.916,15.2165,Barley,235000,250000,250000,240000,216000,240000,333000
211,Afghanistan,1999,14.12575,14.75475,15.1325,15.38875,15.49783333,15.77091667,15.25775,Barley,231000,230000,240000,216000,74000,290000,486000
212,Afghanistan,2000,14.99333333,14.85916667,15.38875,15.49783333,15.77808333,14.98,15.82866667,Barley,216000,200000,216000,74000,87000,337000,437000
213,Afghanistan,2001,14.37075,14.426,15.49783333,15.77808333,15.53766667,15.59558333,15.518,Barley,217000,220000,74000,87000,345000,364000,305900
214,Afghanistan,2002,14.05608333,14.904,15.77808333,15.53766667,14.916,15.10616667,14.48158333,Barley,200000,250000,87000,345000,240000,370000,504000
215,Afghanistan,2003,14.43925,15.1325,15.53766667,14.916,15.77091667,15.2165,16.533625,Barley,250000,240000,345000,240000,290000,333000,514000
216,Afghanistan,2004,14.75475,15.38875,14.916,15.77091667,14.98,15.25775,16.533625,Barley,230000,216000,240000,290000,337000,486000,521000
237,Afghanistan,1971,14.06491667,14.343,14.78308333,14.8235,12.54716667,13.70858333,14.86008333,Berries nes,60000,60000,55000,50000,60500,55000,60000
238,Afghanistan,1972,13.76866667,13.66325,14.8235,12.54716667,14.2355,14.80541667,13.73308333,Berries nes,60000,60000,50000,60500,60500,40000,60000
239,Afghanistan,1973,15.03341667,13.76233333,12.54716667,14.2355,13.31675,14.32966667,14.61483333,Berries nes,60000,60500,60500,60500,60500,60000,59000
240,Afghanistan,1974,13.08491667,13.80508333,14.2355,13.31675,13.54808333,14.26208333,14.24583333,Berries nes,60000,60500,60500,60500,61000,60000,59000
241,Afghanistan,1975,14.10183333,14.78308333,13.31675,13.54808333,13.70858333,14.88733333,14.88875,Berries nes,60000,55000,60500,61000,55000,60000,59000
242,Afghanistan,1976,14.343,14.8235,13.54808333,13.70858333,14.80541667,14.86008333,14.22316667,Berries nes,60000,50000,61000,55000,40000,60000,58000
243,Afghanistan,1977,13.66325,12.54716667,13.70858333,14.80541667,14.32966667,13.73308333,14.984,Berries nes,60000,60500,55000,40000,60000,60000,58000
244,Afghanistan,1978,13.76233333,14.2355,14.80541667,14.32966667,14.26208333,14.61483333,15.389,Berries nes,60500,60500,40000,60000,60000,59000,58000
245,Afghanistan,1979,13.80508333,13.31675,14.32966667,14.26208333,14.88733333,14.24583333,14.12575,Berries nes,60500,60500,60000,60000,60000,59000,57000
246,Afghanistan,1980,14.78308333,13.54808333,14.26208333,14.88733333,14.86008333,14.88875,14.99333333,Berries nes,55000,61000,60000,60000,60000,59000,56890
247,Afghanistan,1981,14.8235,13.70858333,14.88733333,14.86008333,13.73308333,14.22316667,14.37075,Berries nes,50000,55000,60000,60000,60000,58000,57045
248,Afghanistan,1982,12.54716667,14.80541667,14.86008333,13.73308333,14.61483333,14.984,14.05608333,Berries nes,60500,40000,60000,60000,59000,58000,51575
249,Afghanistan,1983,14.2355,14.32966667,13.73308333,14.61483333,14.24583333,15.389,14.43925,Berries nes,60500,60000,60000,59000,59000,58000,53590
250,Afghanistan,1984,13.31675,14.26208333,14.61483333,14.24583333,14.88875,14.12575,14.75475,Berries nes,60500,60000,59000,59000,59000,57000,58065
251,Afghanistan,1985,13.54808333,14.88733333,14.24583333,14.88875,14.22316667,14.99333333,14.85916667,Berries nes,61000,60000,59000,59000,58000,56890,56471
252,Afghanistan,1986,13.70858333,14.86008333,14.88875,14.22316667,14.984,14.37075,14.426,Berries nes,55000,60000,59000,58000,58000,57045,59404
253,Afghanistan,1987,14.80541667,13.73308333,14.22316667,14.984,15.389,14.05608333,14.904,Berries nes,40000,60000,58000,58000,58000,51575,66649
254,Afghanistan,1988,14.32966667,14.61483333,14.984,15.389,14.12575,14.43925,15.1325,Berries nes,60000,59000,58000,58000,57000,53590,71345
255,Afghanistan,1989,14.26208333,14.24583333,15.389,14.12575,14.99333333,14.75475,15.38875,Berries nes,60000,59000,58000,57000,56890,58065,72462
256,Afghanistan,1990,14.88733333,14.88875,14.12575,14.99333333,14.37075,14.85916667,15.49783333,Berries nes,60000,59000,57000,56890,57045,56471,69846
257,Afghanistan,1991,14.86008333,14.22316667,14.99333333,14.37075,14.05608333,14.426,15.77808333,Berries nes,60000,58000,56890,57045,51575,59404,71826
258,Afghanistan,1992,13.73308333,14.984,14.37075,14.05608333,14.43925,14.904,15.53766667,Berries nes,60000,58000,57045,51575,53590,66649,70570
259,Afghanistan,1993,14.61483333,15.389,14.05608333,14.43925,14.75475,15.1325,14.916,Berries nes,59000,58000,51575,53590,58065,71345,74606
260,Afghanistan,1994,14.24583333,14.12575,14.43925,14.75475,14.85916667,15.38875,15.77091667,Berries nes,59000,57000,53590,58065,56471,72462,79006
261,Afghanistan,1995,14.88875,14.99333333,14.75475,14.85916667,14.426,15.49783333,14.98,Berries nes,59000,56890,58065,56471,59404,69846,51000
262,Afghanistan,1996,14.22316667,14.37075,14.85916667,14.426,14.904,15.77808333,15.59558333,Berries nes,58000,57045,56471,59404,66649,71826,42500
263,Afghanistan,1997,14.984,14.05608333,14.426,14.904,15.1325,15.53766667,15.10616667,Berries nes,58000,51575,59404,66649,71345,70570,48000
264,Afghanistan,1998,15.389,14.43925,14.904,15.1325,15.38875,14.916,15.2165,Berries nes,58000,53590,66649,71345,72462,74606,47000
265,Afghanistan,1999,14.12575,14.75475,15.1325,15.38875,15.49783333,15.77091667,15.25775,Berries nes,57000,58065,71345,72462,69846,79006,32300
